ç
"Município","ibge","latitude","longitude","/Energia Elétr...umo/Residencial 1998 (MWh)"
"Capão da Canoa","4304630","-29.639700000000","-49.959899999990","32.337"
"Capão do Leão","4304663","-31.756499999990","-52.488900000000","7.552"
"Capela de Santana","4304689","-29.696100000000","-51.328000000000","3.699"
"Capivari do Sul","4304671","-30.138200000000","-50.515099999990","1.401"
"Caraá","4304713","-29.786899999990","-50.431600000000","545"
"Carlos Barbosa","4304804","-29.296900000000","-51.502899999990","9.483"
"Carlos Gomes","4304853","-27.716699999990","-51.912100000000","96"
"Casca","4304903","-28.560500000000","-51.981499999990","2.556"
"Caseiros","4304952","-28.258199999990","-51.686100000000","489"
"Catuípe","4305009","-28.255400000000","-54.013199999990","2.849"
"Caxias do Sul","4305108","-29.162900000000","-51.179200000000","219.856"
"Centenário","4305116","-27.761600000000","-51.998399999990","277"
"Cerrito","4305124","-31.841899999990","-52.800400000000","1.334"
"Cerro Grande","4305157","-27.610600000000","-53.167200000000","..."
"Cerro Grande do Sul","4305173","-30.590499999990","-51.741799999990","770"
"Cerro Largo","4305207","-28.146200000000","-54.742800000000","5.181"
"Charqueadas","4305355","-29.962500000000","-51.628900000000","14.387"
"Charrua","4305371","-27.949300000000","-52.015000000000","299"
"Chiapetta","4305405","-27.922999999990","-53.941899999990","1.061"
"Chuí","4305439","-33.686599999990","-53.459400000000","2.979"
"Chuvisca","4305447","-30.750399999990","-51.973700000000","205"
"Cidreira","4305454","-30.160399999990","-50.233800000000","10.989"
"Ciríaco","4305504","-28.341899999990","-51.874099999990","797"
"Colinas","4305587","-29.381499999990","-51.852600000000","574"
"Constantina","4305801","-27.731999999990","-52.993800000000","2.490"
"Coronel Bicaco","4305900","-27.719700000000","-53.702199999990","1.846"
"Cotiporã","4305959","-28.989100000000","-51.697099999990","958"
"Coxilha","4305975","-28.128000000000","-52.302300000000","578"
"Crissiumal","4306007","-27.499900000000","-54.099400000000","3.357"
"Cristal","4306056","-31.004600000000","-52.043599999990","1.525"
"Cruz Alta","4306106","-28.645000000000","-53.604799999990","36.987"
"Cruzeiro do Sul","4306205","-29.514800000000","-51.992800000000","4.089"
"David Canabarro","4306304","-28.384899999990","-51.848199999990","628"
"Derrubadas","4306320","-27.264199999990","-53.864500000000","284"
"Dezesseis de Novembro","4306353","-28.219000000000","-55.061700000000","303"
"Dilermando de Aguiar","4306379","-29.705400000000","-54.212200000000","439"
"Dois Irmãos","4306403","-29.583600000000","-51.089799999990","12.021"
"Dois Irmãos das Missões","4306429","-27.662099999990","-53.530400000000","311"
"Dois Lajeados","4306452","-28.983000000000","-51.839599999990","584"
"Dom Feliciano","4306502","-30.700399999990","-52.102600000000","1.026"
"Dom Pedrito","4306601","-30.975600000000","-54.669400000000","18.226"
"Dom Pedro de Alcântara","4306551","-29.363900000000","-49.853000000000","542"
"Doutor Maurício Cardoso","4306734","-27.510300000000","-54.357799999990","1.521"
"Doutor Ricardo","4306759","-29.084000000000","-51.997100000000","109"
"Eldorado do Sul","4306767","-30.084700000000","-51.618699999990","13.400"
"Encantado","4306809","-29.235099999990","-51.870300000000","10.301"
"Encruzilhada do Sul","4306908","-30.542999999990","-52.520400000000","5.764"
"Engenho Velho","4306924","-27.706000000000","-52.914499999990","169"
"Entre Rios do Sul","4306957","-27.529800000000","-52.734699999990","743"
"Entre-ijuís","4306932","-28.368600000000","-54.268599999990","1.999"
"Erebango","4306973","-27.854399999990","-52.300500000000","849"
"Erechim","4307005","-27.636399999990","-52.269700000000","45.263"
"Ernestina","4307054","-28.497699999990","-52.583599999990","601"
"Erval Grande","4307203","-27.392600000000","-52.573999999990","626"
"Erval Seco","4307302","-27.544300000000","-53.500500000000","1.352"
"Esmeralda","4307401","-28.051800000000","-51.193300000000","1.112"
"Esperança do Sul","4307450","-27.360299999990","-53.989100000000","211"
"Espumoso","4307500","-28.728600000000","-52.846100000000","4.726"
"Estação","4307559","-27.913499999990","-52.263500000000","2.581"
"Estância Velha","4307609","-29.653500000000","-51.184300000000","20.271"
"Esteio","4307708","-29.852000000000","-51.184100000000","51.193"
"Estrela","4307807","-29.501600000000","-51.960500000000","14.723"
"Estrela Velha","4307815","-29.171299999990","-53.163899999990","..."
"Eugênio de Castro","4307831","-28.531500000000","-54.150599999990","619"
"Fagundes Varela","4307864","-28.879400000000","-51.701400000000","520"
"Farroupilha","4307906","-29.222700000000","-51.341900000000","28.403"
"Faxinalzinho","4308052","-27.423800000000","-52.678899999990","491"
"Fazenda Vilanova","4308078","-29.588500000000","-51.821700000000","605"
"Feliz","4308102","-29.452700000000","-51.303199999990","5.211"
"Flores da Cunha","4308201","-29.026199999990","-51.187500000000","9.501"
"Formigueiro","4308409","-30.003499999990","-53.495899999990","1.491"
"Fortaleza dos Valos","4308458","-28.798600000000","-53.224899999990","1.100"
"Frederico Westphalen","4308508","-27.358599999990","-53.395800000000","10.750"
"Garibaldi","4308607","-29.259000000000","-51.535200000000","13.138"
"Garruchos","4308656","-28.194400000000","-55.638300000000","370"
"Gaurama","4308706","-27.585599999990","-52.091500000000","1.548"
"General Câmara","4308805","-29.903199999990","-51.761200000000","2.879"
"Gentil","4308854","-28.431600000000","-52.033700000000","148"
"Getúlio Vargas","4308904","-27.891100000000","-52.229399999990","7.024"
"Giruá","4309001","-28.029699999990","-54.351700000000","6.744"
"Glorinha","4309050","-29.879799999990","-50.773400000000","2.678"
"Gramado","4309100","-29.373300000000","-50.876199999990","18.064"
"Gramado dos Loureiros","4309126","-27.442900000000","-52.914900000000","..."
"Gramado Xavier","4309159","-29.270600000000","-52.579500000000","12"
"Gravataí","4309209","-29.941299999990","-50.986899999990","129.725"
"Guabiju","4309258","-28.542100000000","-51.694800000000","297"
"Guaíba","4309308","-30.108599999990","-51.323300000000","49.797"
"Guaporé","4309407","-28.839900000000","-51.889499999990","9.976"
"Guarani das Missões","4309506","-28.149100000000","-54.562899999990","2.425"
"Harmonia","4309555","-29.545600000000","-51.418500000000","975"
"Herval","4307104","-32.024000000000","-53.394399999990","1.567"
"Herveiras","4309571","-29.455200000000","-52.655299999990","99"
"Horizontina","4309605","-27.628200000000","-54.305300000000","8.640"
"Hulha Negra","4309654","-31.406700000000","-53.866700000000","164"
"Humaitá","4309704","-27.569099999990","-53.969499999990","1.437"
"Ibarama","4309753","-29.420300000000","-53.129500000000","368"
"Ibiraiaras","4309902","-28.374099999990","-51.637700000000","1.707"
"Ibirapuitã","4309951","-28.624700000000","-52.515799999990","662"
"Ibirubá","4310009","-28.630199999990","-53.096100000000","7.390"
"Igrejinha","4310108","-29.569299999990","-50.791899999990","14.303"
"Ijuí","4310207","-28.388100000000","-53.920000000000","9"
"Ilópolis","4310306","-28.928200000000","-52.125799999990","943"
"Imbé","4310330","-29.975300000000","-50.128100000000","19.244"
"Imigrante","4310363","-29.350800000000","-51.774700000000","976"
"Independência","4310405","-27.835400000000","-54.188600000000","1.563"
"Inhacorá","4310413","-27.875200000000","-54.015000000000","368"
"Ipê","4310439","-28.817100000000","-51.285899999990","1.303"
"Ipiranga do Sul","4310462","-27.940400000000","-52.427100000000","369"
"Iraí","4310504","-27.195100000000","-53.254300000000","2.252"
"Itaara","4310538","-29.601299999990","-53.772500000000","2.077"
"Itacurubi","4310553","-28.791300000000","-55.244700000000","588"
"Itapuca","4310579","-28.776800000000","-52.169300000000","..."
"Itaqui","4310603","-29.131000000000","-56.551499999990","17.506"
"Itatiba do Sul","4310702","-27.384599999990","-52.453800000000","671"
"Ivorá","4310751","-29.523199999990","-53.584200000000","2"
"Ivoti","4310801","-29.599499999990","-51.153300000000","8.783"
"Jacutinga","4310900","-27.729099999990","-52.537199999990","1.121"
"Jaguarão","4311007","-32.560400000000","-53.377000000000","13.164"
"Jaguari","4311106","-29.493600000000","-54.703000000000","3.633"
"Jaquirana","4311122","-28.881100000000","-50.363700000000","1.089"
"Jóia","4311155","-28.643500000000","-54.114100000000","1.127"
"Júlio de Castilhos","4311205","-29.229800000000","-53.677199999990","7.366"
"Lagoa dos Três Cantos","4311270","-28.567599999990","-52.861800000000","333"
"Lagoa Vermelha","4311304","-28.209299999990","-51.524799999990","11.627"
"Lagoão","4311254","-29.234800000000","-52.799700000000","2"
"Lajeado","4311403","-29.459099999990","-51.964399999990","29.731"
"Lajeado do Bugre","4311429","-27.691299999990","-53.181800000000","..."
"Lavras do Sul","4311502","-30.807099999990","-53.893099999990","2.736"
"Liberato Salzano","4311601","-27.600999999990","-53.075299999990","608"
"Lindolfo Collor","4311627","-29.585899999990","-51.214100000000","1.496"
"Linha Nova","4311643","-29.467900000000","-51.200299999990","283"
"Maçambará","4311718","-29.144500000000","-56.067399999990","797"
"Machadinho","4311700","-27.566700000000","-51.666800000000","994"
"Mampituba","4311734","-29.213600000000","-49.931100000000","212"
"Manoel Viana","4311759","-29.585899999990","-55.484099999990","2.028"
"Maquiné","4311775","-29.679800000000","-50.207900000000","2.107"
"Maratá","4311791","-29.545700000000","-51.557299999990","420"
"Marau","4311809","-28.449800000000","-52.198599999990","12.331"
"Marcelino Ramos","4311908","-27.467600000000","-51.909500000000","1.538"
"Mariana Pimentel","4311981","-30.353100000000","-51.580300000000","524"
"Mariano Moro","4312005","-27.356800000000","-52.146700000000","529"
"Mata","4312104","-29.564900000000","-54.464100000000","1.174"
"Mato Leitão","4312153","-29.528500000000","-52.127800000000","605"
"Maximiliano de Almeida","4312203","-27.632500000000","-51.802100000000","1.161"
"Minas do Leão","4312252","-30.134599999990","-52.042299999990","3.084"
"Miraguaí","4312302","-27.497000000000","-53.689100000000","787"
"Montauri","4312351","-28.646200000000","-52.076700000000","245"
"Monte Alegre dos Campos","4312377","-28.680499999990","-50.783400000000","214"
"Monte Belo do Sul","4312385","-29.160699999990","-51.633299999990","365"
"Montenegro","4312401","-29.682400000000","-51.467900000000","29.618"
"Mormaço","4312427","-28.696800000000","-52.699900000000","243"
"Morrinhos do Sul","4312443","-29.357800000000","-49.932800000000","589"
"Morro Redondo","4312450","-31.588699999990","-52.626100000000","952"
"Morro Reuter","4312476","-29.537900000000","-51.081099999990","2.324"
"Mostardas","4312500","-31.105399999990","-50.916699999990","3.626"
"Muçum","4312609","-29.163000000000","-51.871400000000","2.251"
"Muitos Capões","4312617","-28.313199999990","-51.183599999990","336"
"Muliterno","4312625","-28.325299999990","-51.769700000000","24"
"Não-Me-Toque","4312658","-28.454799999990","-52.818199999990","6.794"
"Nonoai","4312708","-27.368900000000","-52.775599999990","3.599"
"Nova Alvorada","4312757","-28.682200000000","-52.163100000000","119"
"Nova Araçá","4312807","-28.653700000000","-51.745800000000","1.015"
"Nova Bassano","4312906","-28.729099999990","-51.707200000000","2.280"
"Nova Boa Vista","4312955","-27.992599999990","-52.978400000000","177"
"Nova Bréscia","4313003","-29.218200000000","-52.031900000000","950"
"Nova Candelária","4313011","-27.613700000000","-54.107399999990","209"
"Nova Esperança do Sul","4313037","-29.406600000000","-54.829300000000","1.146"
"Nova Hartz","4313060","-29.580700000000","-50.905099999990","6.915"
"Nova Pádua","4313086","-29.027500000000","-51.309800000000","484"
"Nova Petrópolis","4313201","-29.374099999990","-51.113500000000","7.673"
"Nova Prata","4313300","-28.779900000000","-51.611300000000","8.530"
"Nova Roma do Sul","4313359","-28.988199999990","-51.409500000000","744"
"Nova Santa Rita","4313375","-29.852499999990","-51.283700000000","7.646"
"Novo Barreiro","4313490","-27.907699999990","-53.110300000000","225"
"Novo Cabrais","4313391","-29.733799999990","-52.948900000000","20"
"Novo Hamburgo","4313409","-29.687600000000","-51.132800000000","151.079"
"Novo Machado","4313425","-27.576499999990","-54.503599999990","816"
"Osório","4313508","-29.888100000000","-50.266700000000","23.886"
"Paim Filho","4313607","-27.707500000000","-51.762999999990","867"
"Palmares do Sul","4313656","-30.253499999990","-50.510300000000","7.950"
"Palmeira das Missões","4313706","-27.900600000000","-53.313400000000","14.380"
"Palmitinho","4313805","-27.359600000000","-53.558000000000","1.138"
"Pantano Grande","4313953","-30.190100000000","-52.372900000000","3.714"
"Paraí","4314001","-28.596399999990","-51.789600000000","1.660"
"Paraíso do Sul","4314027","-29.671700000000","-53.143999999990","99"
"Pareci Novo","4314035","-29.636500000000","-51.397399999990","743"
"Parobé","4314050","-29.624300000000","-50.831200000000","22.171"
"Passa Sete","4314068","-29.457699999990","-52.959899999990","21"
"Passo do Sobrado","4314076","-29.748000000000","-52.274799999990","627"
"Passo Fundo","4314100","-28.257600000000","-52.409100000000","94.416"
"Paverama","4314159","-29.548500000000","-51.733899999990","973"
"Pedro Osório","4314209","-31.864200000000","-52.818399999990","3.138"
"Pejuçara","4314308","-28.428300000000","-53.657899999990","1.446"
"Pelotas","4314407","-31.764900000000","-52.337100000000","175.081"
"Picada Café","4314423","-29.446400000000","-51.136699999990","2.186"
"Pinhal Grande","4314472","-29.344999999990","-53.320700000000","568"
"Pinheirinho do Vale","4314498","-27.210899999990","-53.607999999990","274"
"Pinheiro Machado","4314506","-31.579400000000","-53.379800000000","4.135"
"Pirapó","4314555","-28.043900000000","-55.200099999990","267"
"Piratini","4314605","-31.447299999990","-53.097299999990","3.461"
"Planalto","4314704","-27.329699999990","-53.057500000000","2.364"
"Ponte Preta","4314787","-27.658700000000","-52.484800000000","156"
"Portão","4314803","-29.701499999990","-51.242899999990","12.810"
"Porto Alegre","4314902","-30.032778000000","-51.230000000000","1.121.213"
"Porto Lucena","4315008","-27.856900000000","-55.009999999990","1.249"
"Porto Mauá","4315057","-27.579599999990","-54.665700000000","574"
"Porto Vera Cruz","4315073","-27.740500000000","-54.899400000000","237"
"Porto Xavier","4315107","-27.908200000000","-55.137900000000","2.568"
"Presidente Lucena","4315149","-29.517600000000","-51.179800000000","541"
"Protásio Alves","4315172","-28.757200000000","-51.475700000000","241"
"Quaraí","4315305","-30.384000000000","-56.448300000000","9.687"
"Quevedos","4315321","-29.350400000000","-54.078899999990","227"
"Quinze de Novembro","4315354","-28.746500000000","-53.101100000000","748"
"Redentora","4315404","-27.664000000000","-53.640700000000","935"
"Relvado","4315453","-29.116399999990","-52.077800000000","392"
"Restinga Sêca","4315503","-29.818800000000","-53.380699999990","2"
"Rio dos Índios","4315552","-27.297300000000","-52.841700000000","137"
"Rio Grande","4315602","-32.034900000000","-52.107100000000","97.759"
"Rio Pardo","4315701","-29.988000000000","-52.371099999990","13.663"
"Riozinho","4315750","-29.638999999990","-50.448799999990","1.203"
"Roca Sales","4315800","-29.288399999990","-51.865800000000","3.187"
"Rolante","4316006","-29.646200000000","-50.581899999990","6.733"
"Ronda Alta","4316105","-27.775800000000","-52.805599999990","2.378"
"Rondinha","4316204","-27.831499999990","-52.908099999990","1.074"
"Roque Gonzales","4316303","-28.129700000000","-55.026600000000","1.320"
"Rosário do Sul","4316402","-30.251500000000","-54.922100000000","15.975"
"Sagrada Família","4316428","-27.708500000000","-53.135100000000","126"
"Saldanha Marinho","4316436","-28.394100000000","-53.097000000000","962"
"Salto do Jacuí","4316451","-29.095099999990","-53.213299999990","4.320"
"Salvador das Missões","4316477","-28.123300000000","-54.837299999990","448"
"Salvador do Sul","4316501","-29.438600000000","-51.507700000000","104"
"Sananduva","4316600","-27.946999999990","-51.807899999990","4.895"
"Santa Bárbara do Sul","4316709","-28.365300000000","-53.250999999990","3.566"
"Santa Clara do Sul","4316758","-29.474699999990","-52.084299999990","..."
"Santa Cruz do Sul","4316808","-29.722000000000","-52.434300000000","60.219"
"Santa Maria","4316907","-29.686800000000","-53.814999999990","156.233"
"Santa Maria do Herval","4316956","-29.490200000000","-50.991900000000","1.690"
"Santa Rosa","4317202","-27.870200000000","-54.479599999990","33.701"
"Santa Tereza","4317251","-29.165500000000","-51.735100000000","429"
"Santa Vitória do Palmar","4317301","-33.524999999990","-53.371699999990","12.217"
"Santana da Boa Vista","4317004","-30.869700000000","-53.109999999990","1.297"
"Santana do Livramento","4317103","-30.887699999990","-55.531500000000","39.564"
"Santiago","4317400","-29.189699999990","-54.866599999990","21.938"
"Santo Ângelo","4317509","-28.300100000000","-54.266800000000","40.217"
"Santo Antônio da Patrulha","4317608","-29.826799999990","-50.517499999990","14.567"
"Santo Antônio das Missões","4317707","-28.513999999990","-55.225099999990","70"
"Santo Antônio do Palma","4317558","-28.495600000000","-52.026699999990","168"
"Santo Augusto","4317806","-27.852599999990","-53.777600000000","5.108"
"Santo Cristo","4317905","-27.826300000000","-54.661999999990","4.132"
"Santo Expedito do Sul","4317954","-27.907399999990","-51.643300000000","..."
"São Borja","4318002","-28.657800000000","-56.003599999990","28.276"
"São Domingos do Sul","4318051","-28.531199999990","-51.886000000000","546"
"São Francisco de Assis","4318101","-29.554700000000","-55.125300000000","5.351"
"São Francisco de Paula","4318200","-29.440400000000","-50.582799999990","7.080"
"São Gabriel","4318309","-30.333700000000","-54.321700000000","25.135"
"São Jerônimo","4318408","-29.971599999990","-51.725099999990","9.164"
"São João da Urtiga","4318424","-27.819500000000","-51.825699999990","773"
"São Jorge","4318440","-28.498400000000","-51.706400000000","604"
"São José das Missões","4318457","-27.778900000000","-53.122599999990","191"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","962"
"São José do Inhacorá","4318499","-27.725100000000","-54.127499999990","369"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","5.506"
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","2.105"
"São José dos Ausentes","4318622","-28.747599999990","-50.067700000000","567"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","120.127"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","12.018"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","16.146"
"São Marcos","4319000","-28.967700000000","-51.069600000000","9.171"
"São Martinho","4319109","-27.711200000000","-53.969900000000","1.775"
"São Martinho da Serra","4319125","-29.539700000000","-53.859000000000","324"
"São Miguel das Missões","4319158","-28.556000000000","-54.555900000000","..."
"São Nicolau","4319208","-28.183399999990","-55.265400000000","1.297"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","1.003"
"São Pedro do Butiá","4319372","-28.124300000000","-54.892600000000","579"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","5.500"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","11.229"
"São Sepé","4319604","-30.164300000000","-53.560299999990","9.431"
"São Valentim","4319703","-27.558299999990","-52.523699999990","854"
"São Valentim do Sul","4319711","-29.045100000000","-51.768400000000","228"
"São Valério do Sul","4319737","-27.790600000000","-53.936799999990","337"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","522"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","2.388"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","34.660"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","62.026"
"Sarandi","4320107","-27.942000000000","-52.923099999990","7.180"
"Seberi","4320206","-27.482900000000","-53.402600000000","2.269"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","552"
"Segredo","4320263","-29.352300000000","-52.976700000000","613"
"Selbach","4320305","-28.629400000000","-52.949800000000","173"
"Senador Salgado Filho","4320321","-28.025000000000","-54.550699999990","..."
"Sentinela do Sul","4320354","-30.610700000000","-51.586199999990","873"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","4.235"
"Sério","4320453","-29.390400000000","-52.268500000000","..."
"Sertão","4320503","-27.979800000000","-52.258800000000","1.791"
"Sertão Santana","4320552","-30.456199999990","-51.601700000000","882"
"Sete de Setembro","4320578","-28.136199999990","-54.463700000000","204"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","646"
"Sinimbu","4320677","-29.535699999990","-52.530500000000","1.109"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","5.146"
"Soledade","4320800","-28.830600000000","-52.513100000000","10.067"
"Tabaí","4320859","-29.643000000000","-51.682299999990","13"
"Tapera","4321006","-28.627700000000","-52.861199999990","4.859"
"Tapes","4321105","-30.668299999990","-51.399099999990","7.574"
"Taquara","4321204","-29.650500000000","-50.775300000000","29.636"
"Taquari","4321303","-29.794300000000","-51.865299999990","11.117"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","454"
"Tavares","4321352","-31.284300000000","-51.088000000000","1.053"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","3.996"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","4.042"
"Teutônia","4321451","-29.448200000000","-51.804400000000","35"
"Tiradentes do Sul","4321477","-27.402200000000","-54.081400000000","628"
"Toropi","4321493","-29.478200000000","-54.224400000000","253"
"Torres","4321501","-29.333400000000","-49.733300000000","23.448"
"Tramandaí","4321600","-29.984100000000","-50.132199999990","27.837"
"Três Arroios","4321634","-27.500299999990","-52.144799999990","404"
"Três Cachoeiras","4321667","-29.448699999990","-49.927500000000","3.500"
"Três Coroas","4321709","-29.513700000000","-50.773899999990","9.871"
"Três de Maio","4321808","-27.780000000000","-54.235700000000","10.163"
"Três Forquilhas","4321832","-29.538399999990","-50.070799999990","425"
"Três Palmeiras","4321857","-27.613900000000","-52.843699999990","565"
"Três Passos","4321907","-27.455500000000","-53.929600000000","10.479"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","748"
"Triunfo","4322004","-29.929099999990","-51.707500000000","5.940"
"Tucunduva","4322103","-27.657299999990","-54.443899999990","2.309"
"Tunas","4322152","-29.103899999990","-52.953800000000","..."
"Tupanci do Sul","4322186","-27.924099999990","-51.538300000000","160"
"Tupanciretã","4322202","-29.085799999990","-53.844499999990","7.646"
"Tupandi","4322251","-29.477200000000","-51.417400000000","460"
"Tuparendi","4322301","-27.759799999990","-54.481400000000","3.044"
"Turuçu","4322327","-31.417300000000","-52.170600000000","570"
"Ubiretama","4322343","-28.040400000000","-54.685899999990","191"
"União da Serra","4322350","-28.783300000000","-52.023800000000","120"
"Unistalda","4322376","-29.039999999990","-55.151699999990","288"
"Uruguaiana","4322400","-29.761399999990","-57.085299999990","63.847"
"Vacaria","4322509","-28.507899999990","-50.941800000000","25.155"
"Vale do Sol","4322533","-29.596699999990","-52.683900000000","723"
"Vale Real","4322541","-29.391900000000","-51.255899999990","1.873"
"Vanini","4322558","-28.475800000000","-51.844700000000","411"
"Venâncio Aires","4322608","-29.614300000000","-52.193199999990","29.575"
"Vera Cruz","4322707","-29.718399999990","-52.515200000000","6.611"
"Veranópolis","4322806","-28.931200000000","-51.551600000000","9.194"
"Vespasiano Correa","4322855","-29.065500000000","-51.862500000000","240"
"Viadutos","4322905","-27.571600000000","-52.021099999990","1.081"
"Viamão","4323002","-30.081900000000","-51.019399999990","108.695"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","798"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","657"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","593"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","965"
"Vila Nova do Sul","4323457","-30.346100000000","-53.875999999990","..."
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","413"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","193"
